CodigoVenda,CodigoProduto,Descricao,Quantidade,ValorUnitario,ValorTotal
9774,2657,"ASTRA VALVULA AMERIC 3.1/2"" PUX INOX",1.0,56.52,56.52
9774,1457,TORN P/PIA PAREDE PRETA 1/4V 2266 FLEX PT CH,1.0,235.31,235.31
9774,113,ATLAS ASSENTO SANITARIO ALMOF PLAST BRANCO,1.0,97.55,97.55
9774,2154,DUCHA ADV MULTI 220V 750 LORENZETTI,1.0,163.85,163.85
9774,371,PIA DE COZINHA INOX ESCOR. 1.50 X 0.53M S/VALV. GHELPLUS,1.0,444.04,444.04
9774,1044,"PISO 32X62CM 32A09 A (2,00MT)",4.0,36.172,144.69
9774,1078,AVANT LAMPADA PERA BRANCA 12W-BIV,2.0,8.515,17.03
9774,44,"PA DE BICO C/CABO RETO 1,2M MAX",1.0,46.11,46.11
9774,68,COLHER PEDREIRO C/RETO 8 ATLAS,1.0,18.78,18.78
9774,722,CIMENTO ITAU 50KG,2.0,51.215,102.43
9774,1568,TUBOZAN TUBO SOLD 25 6M,0.5,19.04,9.52
9774,763,AREIA MEDIA,1.0,124.33,124.33
9774,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,100.0,1.0137,101.37
9775,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,6.0,6.0
9776,722,CIMENTO ITAU 50KG,1.0,53.96,53.96
9776,1641,TUBOZAN CAIXA SIF QUAD 100 X 100 X 50,1.0,28.21,28.21
9776,1144,AMANCO JOELHO 90 ANEL LAB ESG SN DN40X38 CB,2.0,15.62,31.24
9776,1637,TUBOZAN LUVA ESG 40,1.0,3.27,3.27
9776,1522,TUBOZAN JOELHO 90 ESGOTO 50,2.0,4.786,9.57
9776,1152,AMANCO ANEL ORING ESG SBR 50,2.0,1.875,3.75
9777,2890,DESEMPENADEIRA PLAST 14X27CM ESTRIADA CORTAG,1.0,15.9,15.9
9777,392,TALHADEIRA CHATA 12 1/4X1,1.0,25.5,25.5
9777,2749,LAPIS CARPINTEIRO LUFKIN,1.0,1.6,1.6
9778,1373,AMANCO JOELHO 90 SOLD 25MM,3.0,1.67,5.01
9778,1568,TUBOZAN TUBO SOLD 25 6M,1.5,19.905,29.86
9778,1614,TUBOZAN PLUG ROSCAVEL 1/2,3.0,1.47,4.41
9778,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,1.0,1.32,1.32
9779,1882,TAMPINHA  VALVULA COLORIDA,1.0,1.0,1.0
9780,722,CIMENTO ITAU 50KG,20.0,53.0,1060.0
9781,1083,AVANT LAMPADA BULBO 75W BIV,1.0,126.0,126.0
9781,1085,PAINEL LED EMBUT QUADRADO 18W BIV 1260,2.0,35.5,71.0
9782,2297,TELHA ECONOFLEX 1.53 X 1.10 5MM,1.0,45.93,45.93
9783,1397,BROCA SDS PLUS 8MMX160MM THOMPSON,1.0,19.0,19.0
9784,438,CANTONEIRA PESADA 50CM THOMPSON,2.0,29.75,59.5
9784,214,BUCHA PLAST C/ANEL 08,6.0,0.128,0.77
9784,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,6.0,0.2883333,1.73
9785,725,"FIO PARALELO 2 X 2,5MM",2.0,5.58,11.16
9785,418,CONJ BR LEV MODULAR 2 TOM 20A 3P 87121,1.0,20.36,20.36
9785,2429,ROMAZI PLUGUE FEMEA 2P+T 10A CZ 6003,2.0,8.055,16.11
9785,745,BUCHA PLAST FIXACAO C/ANEL 08,20.0,0.1185,2.37
9786,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,1.0,40.0,40.0
9787,1017,PARAF DRYWALL PA 4;2MMX13MM - WORKER,8.0,0.195,1.56
9787,1915,ABRAC TIPO U 1/2,4.0,0.935,3.74
9788,649,REJUNTE PRETO 1KG USICAL,1.0,10.0,10.0
9789,2302,"TELHA ECONOFLEX 2.44 X 0,50 4MM",2.0,27.0,54.0
9789,808,PREGO TELHEIRO 18X30 (500G),1.0,19.0,19.0
9789,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,1.0,20.0,20.0
9790,2209,"ABRAC RSF 9MM 3/4"" A 1.1/16"" 19-27 - METALMATRIX",2.0,2.22,4.44
9790,214,BUCHA PLAST C/ANEL 08,4.0,0.12,0.48
9790,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,4.0,0.27,1.08
9791,1678,"BULE VIENA BABY 0,4 L PRETO",1.0,33.0,33.0
9792,3192,SILICONE ACETICO INCOLOR 50G COLMEIA,1.0,9.24,9.24
9792,1884,MULTILIT ADAP SOLD P/CX 25X3/4MM,2.0,17.8,35.6
9793,722,CIMENTO ITAU 50KG,1.0,53.0,53.0
9794,137,ASTRA CAIXA DESCARGA 09LT BR,1.0,45.0,45.0
9795,749,CHAPEU PEPPI 3,2.0,31.0,62.0
9796,635,CAL HIDRATADA CH III 20 KG,1.0,24.13,24.13
9796,392,TALHADEIRA CHATA 12 1/4X1,1.0,27.64,27.64
9796,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,5.33,5.33
9796,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,10.38,10.38
9796,1616,TUBOZAN REGISTRO ESFERA SOLD 25,2.0,11.36,22.72
9796,1608,TUBOZAN JOELHO 90 SOLD 25,3.0,1.21,3.63
9796,1579,TUBOZAN JOELHO 90 SOLD C/ROSCA 20 X 1/2,2.0,3.42,6.84
9796,1574,TUBOZAN CAP SOLD 25,2.0,1.77,3.54
9796,1554,TUBOZAN TE SOLD C/ROSCA 25 X 1/2,1.0,6.9,6.9
9796,1623,TUBOZAN TE SOLD 25,1.0,2.67,2.67
9796,70,ROLO DE PINTURA ANTIGOTA POLIAMIDA 9CM,1.0,15.44,15.44
9797,1531,TUBOZAN RED EXC ESG 75 X 50,1.0,9.0,9.0
9797,1639,TUBOZAN LUVA ESG SIMPLES 75,1.0,12.0,12.0
9797,1603,TUBOZAN TE RED SOLD 50 X 25,1.0,18.5,18.5
9797,1623,TUBOZAN TE SOLD 25,2.0,2.625,5.25
9797,3220,TUBOZAN JOELHO 45 SOLD 25,1.0,2.5,2.5
9797,1592,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 50 X 1 1/2,1.0,13.75,13.75
9797,1152,AMANCO ANEL ORING ESG SBR 50,5.0,1.9,9.5
9797,1151,AMANCO ANEL ORING ESG SBR 75,5.0,2.9,14.5
9797,1497,TUBOZAN TUBO ESGOTO 50 SN 6M,0.5,74.0,37.0
9799,630,BUCHA PLAST FIXACAO C/ANEL 06,20.0,0.1023,2.05
9799,745,BUCHA PLAST FIXACAO C/ANEL 08,20.0,0.1475,2.95
9800,2594,ESPACADOR DE PISO C/100UN 1.5MM PRETO RAMADA,1.0,6.08,6.08
9800,3211,ESPACADOR P/PISO 2.0MM C/100 GRAP,1.0,3.92,3.92
9802,3226,REJUNTE PORCELANATOS MARROM CAFE 1KG QUARTZOLIT,1.0,34.0,34.0
9803,1524,TUBOZAN JOELHO 90 ESGOTO 100,1.0,12.22,12.22
9803,1489,TUBOZAN ANEL ESGOTO 100,1.0,4.78,4.78
9804,506,DISCO DIAMANTADO 110MM LISO MELFI,1.0,17.0,17.0
9805,2585,BROXA P/PINTURA SUPER 18X8CM,1.0,18.0,18.0
9807,2823,TUBOZAN ADESIVO PLAST P/TUBOS PVC 75,1.0,8.0,8.0
9808,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,2.0,0.265,0.53
9808,1538,TUBOZAN SIFAO DUPLO BRANCO COM ANEL,2.0,24.295,48.59
9808,2662,"ASTRA VALVULA TANQUE /LAV. 1 1/4"" BR",4.0,8.97,35.88
9809,3152,DOBRADICA LEVE P/PORTA 4POL FERRO POLIDO SCHILD,3.0,5.0,15.0
9810,3226,REJUNTE PORCELANATOS MARROM CAFE 1KG QUARTZOLIT,1.0,34.0,34.0
9811,1480,TINTA SPRAY USO GERAL PRETO FOSCO 350ML,2.0,20.0,40.0
9812,178,ADESIVO DE SILICONE 280G ACET BRANCO SILOC,1.0,38.0,38.0
9813,2092,SILICONE ACETICO MULTIUSO CARTUCHO,1.0,28.46,28.46
9813,894,CAIXA SOBREPOR 4X2 BR MILLENIUN - MECTRONIC,1.0,6.42,6.42
9813,2395,CANALETA PVC 20X10X2000 C/DIVISÃO FITA D FACE ROMAZI,1.0,15.11,15.11
9813,3037,THINNER 900ML ANJO,1.0,25.01,25.01
9814,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,4.0,86.392,345.57
9814,1568,TUBOZAN TUBO SOLD 25 6M,4.0,16.732,66.93
9814,1497,TUBOZAN TUBO ESGOTO 50 SN 6M,2.0,62.36,124.72
9814,1373,AMANCO JOELHO 90 SOLD 25MM,2.0,1.52,3.04
9814,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,1.0,1.14,1.14
9814,1022,"SIFAO EXTENSIVO 1,5MM BR LIEGE",3.0,12.553,37.66
9814,1542,TUBOZAN ENGATE FLEXIVEL 60,2.0,8.81,17.62
9814,2621,ASTRA ANEL VEDACAO P/ BACIA COM GUIA,1.0,8.54,8.54
9814,767,PARAFUSO PARA VASO BUCHA 08 LATONADO,2.0,1.85,3.7
9814,1900,CIVITT TORN ABS PAREDE BR GIR ALAV,1.0,41.94,41.94
9814,1405,TORN P/JARDIM 1130 CSC,2.0,51.155,102.31
9814,1194,AMANCO FITA VEDA ROSCA 18MM X 25M,1.0,11.59,11.59
9814,2092,SILICONE ACETICO MULTIUSO CARTUCHO,1.0,25.24,25.24
9816,508,DISCO DIAMANTADO 110MM PORCELANAT MELFI,1.0,28.0,28.0
9817,1862,VENEZIANA CORRER 4FL C/G 1200X1000,3.0,269.9,809.7
9818,587,TRAMONTINA CONJ 1 INT SIMPLES + 1 TOMADA 10A LIZ,1.0,20.0,20.0
9819,1764,513 BOTINA MOUNTAIN FERRUGEM 39,1.0,159.16,159.16
9819,1789,536 BOTINA MOUNTAIN TRILHA CHOCOLATE 40,1.0,140.84,140.84
9820,2159,DUCHA FUTURA MULTI BR 220 7500W LORENZETTI,1.0,130.0,130.0
9821,113,ATLAS ASSENTO SANITARIO ALMOF PLAST BRANCO,1.0,100.0,100.0
9822,3216,MANTA ASFALT. 10MX10CM SUPER FITA,1.0,40.0,40.0
9823,923,LAPIS CARPINTEIRO AZUL IRWIN,3.0,3.0,9.0
9825,2460,"ABRAC DE NYLON  BRANCA 2,50 X 200MM",2.0,0.125,0.25
9825,1405,TORN P/JARDIM 1130 CSC,1.0,59.75,59.75
9826,517,MANG NIVEL CRISTAL 5/16X1.50 50M,2.0,4.0,8.0
9827,912,NIVELADOR 1;5MM 50PCS - CORTAG,3.0,20.0,60.0
9829,1986,"PISO 62X62CM 62HDA10 RET A (2,30MT)",16.1,39.2273,631.56
9829,912,NIVELADOR 1;5MM 50PCS - CORTAG,1.0,19.77,19.77
9829,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,3.0,38.397,115.19
9829,3119,ARGAMASSA  INT CINZA AC1 20KG QUARTZ,2.0,19.66,39.32
9830,1196,AMANCO FITA ISOLANTE CX MASTER 19MMX10M,1.0,10.5,10.5
9831,2217,JOGO CHAVES TORX CURTA 7PCS T10 A T40 KALA,1.0,24.0,24.0
9832,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,1.0,19.0,19.0
9833,909,NIVELADOR 1MM 50PCS - CORTAG,4.0,18.118,72.47
9833,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,20.0,36.2525,725.05
9833,3210,DISCO DIAM 110MMX22MM PORC PROFIELD,1.0,32.48,32.48
9834,912,NIVELADOR 1;5MM 50PCS - CORTAG,3.0,20.11,60.33
9835,2890,DESEMPENADEIRA PLAST 14X27CM ESTRIADA CORTAG,3.0,15.82,47.46
9835,1471,DESEMPENADEIRA PLAST 17X30CM C/ESPUMA ASTRA,3.0,32.837,98.51
9835,3109,REGUA TUBULAR REFORCADA 08 2M TPA VERDE,1.0,54.03,54.03
9836,146,SILICONE USO GERAL TRANSP 50G UNIPEGA,1.0,9.64,9.64
9836,1960,KRONA TORN JARDIM PLAST 1/2 3/4 PRETA,1.0,4.36,4.36
9837,1559,TUBOZAN JOELHO 90 SOLD C/BUCHA LATAO 25 X 1/2,1.0,12.34,12.34
9837,1623,TUBOZAN TE SOLD 25,1.0,2.66,2.66
9838,2867,AMANCO NIPEL ROSC 1/2 CB,4.0,2.0,8.0
9839,2969,FITA DUPLA FACE 12MMX03M TRANSP.,1.0,15.0,15.0
9841,7,AVANT LUM PLAFON LED EMBUT QUADRADO 24W,2.0,49.64,99.28
9841,1085,PAINEL LED EMBUT QUADRADO 18W BIV 1260,8.0,32.59,260.72
9842,455,"CORALAR ACRILICO 3,6L BRANCO GELO",1.0,70.66,70.66
9842,2978,FECHADURA 804/33 ESP. INOX (G) STAM,1.0,62.34,62.34
9843,3222,TINTA SPRAY USO GERAL BRANCO BRILHANTE 400ML,1.0,19.92,19.92
9843,3223,TINTA SPRAY USO GERAL VERNIZ BRILHANTE 400ML,1.0,20.08,20.08
9844,745,BUCHA PLAST FIXACAO C/ANEL 08,10.0,0.137,1.37
9844,950,PARAF SEXTAVADO R SOBERBA ZINC 3/16 X50MM,10.0,0.663,6.63
9845,2720,TINTA SPRAY USO GERAL BRANCO BRILHANTE 350ML,1.0,20.0,20.0
9846,3195,VEDA CALHA CINZA 260GR UNIPEGA,1.0,15.5,15.5
9847,947,PARAF SEXTAVADO R SOBERBA ZINC 1/4 X60MM,1.0,1.22,1.22
9847,942,PARAF MAD PHIL CHATA CHIP 6;0X100MM % - CISER,10.0,1.838,18.38
9847,215,BUCHA PLAST 10,13.0,0.185,2.4
9848,2452,ROMAZI INT 1 TEC SP +TOM 20A PL 4X2 BR 2036 DUNAS,1.0,18.0,18.0
9849,2667,LONA PRETA 4X110M 15KG,8.0,1.042,8.34
9849,3195,VEDA CALHA CINZA 260GR UNIPEGA,1.0,14.66,14.66
9850,2168,FIO NYLON APARADOR RED 3;0MM 13M 100G - KALA,1.0,26.0,26.0
9850,178,ADESIVO DE SILICONE 280G ACET BRANCO SILOC,1.0,37.0,37.0
9851,2297,TELHA ECONOFLEX 1.53 X 1.10 5MM,9.0,45.93,413.37
9851,2300,TELHA ECONOFLEX 3.05 X 1.10 6MM,9.0,105.61,950.49
9851,2758,TELHA ECONOFLEX 2.44 X 1.10 6MM,9.0,84.47,760.23
9851,2917,PARAF. TELHA COMP. 5/16X110 ZB CHV 3/8,50.0,1.5,75.0
9852,1603,TUBOZAN TE RED SOLD 50 X 25,4.0,17.542,70.17
9852,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,4.97,4.97
9852,802,PREGO C/CABECA 12X12,1.0,28.86,28.86
9853,1422,TORN P/MAQ 1/4V 1428 CS33,1.0,159.51,159.51
9853,827,"TANQUE JUNIOR 0,64 X 0,64 CINZA GRAN",2.0,243.675,487.35
9853,828,"TANQUE JUNIOR 0,64 X 0,64 BRANCO",1.0,243.67,243.67
9853,1423,TORN P/MAQ 1/4V 1428 CSALV,2.0,185.485,370.97
9853,438,CANTONEIRA PESADA 50CM THOMPSON,6.0,30.488,182.93
9853,215,BUCHA PLAST 10,18.0,0.18,3.24
9853,3063,PARAF SEXTAVADO RS 1/4X60 ZB,18.0,1.199,21.58
9853,2660,ASTRA VALVULA P/LAVATORIO BR S/LADR,3.0,6.793,20.38
9853,1659,AMANCO SIFAO EXTENSIVEL BR UNIV,3.0,13.4566667,40.37
9854,1568,TUBOZAN TUBO SOLD 25 6M,0.5,19.9,9.95
9854,1608,TUBOZAN JOELHO 90 SOLD 25,1.0,1.55,1.55
9855,2126,CHAVE COMBINADA 11MM,1.0,28.56,28.56
9856,145,SILICONE ACETICO TRANSP 260G VEDATUDO,1.0,21.0,21.0
9857,1359,MANGUEIRA CJ.JARDIM VD ARQUA 15M,2.0,50.0,100.0
9858,2001,PORCELANATO 80X80 BROADWAY DARK GREY POLIDO A,1.93,95.38,184.08
9858,3121,REJUNTE SUPERFINO PREM CORDA 2KG,5.0,43.184,215.92
9860,2459,"TRELICA TG8L 6/4,2/4,2MM 6M",1.0,57.89,57.89
9861,2459,"TRELICA TG8L 6/4,2/4,2MM 6M",24.0,49.5833333,1190.0
9862,2748,BELGO PREGO 19X39,2.0,25.68,51.36
9863,1022,"SIFAO EXTENSIVO 1,5MM BR LIEGE",1.0,14.51,14.51
9863,2642,"ASTRA ENGATE BR 100CM 1/2"" C/NIPLE",1.0,19.06,19.06
9863,2657,"ASTRA VALVULA AMERIC 3.1/2"" PUX INOX",1.0,57.43,57.43
9863,3192,SILICONE ACETICO INCOLOR 50G COLMEIA,1.0,10.0,10.0
9864,233,CHAVE COMBINADA 8MM,1.0,10.69,10.69
9864,437,CANTONEIRA PESADA 30CM THOMPSON,6.0,17.003,102.02
9864,950,PARAF SEXTAVADO R SOBERBA ZINC 3/16 X50MM,12.0,0.6075,7.29
9865,1022,"SIFAO EXTENSIVO 1,5MM BR LIEGE",4.0,14.568,58.27
9865,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,11.01,11.01
9865,2642,"ASTRA ENGATE BR 100CM 1/2"" C/NIPLE",5.0,19.144,95.72
9866,2298,TELHA ECONOFLEX 1.83 X 1.10 5MM,3.0,54.63,163.89
9866,2917,PARAF. TELHA COMP. 5/16X110 ZB CHV 3/8,12.0,1.5,18.0
9867,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,6.0,6.0
9868,1299,MASCARA PFF2 SEM VALV. KALA/PLASTCOR,3.0,4.0,12.0
9869,2550,RESISTENCIA E ULTRA 220/6800 LORENZETTI,1.0,45.0,45.0
9870,2671,"MANGUEIRA DE PVC CRISTAL 3/4 X 1,5 MANTAC",2.5,7.2,18.0
9871,1749,203 COTURNO ADVENT ZEUS COBRE 40,1.0,183.59,183.59
9872,2207,MASSA TAPA FURO 90G,1.0,17.0,17.0
9873,2570,VARAL DE ACO 10M,2.0,4.0,8.0
9873,3113,GANCHO C/BUCHA 08,20.0,1.6,32.0
9874,1392,"TRENA DE ACO EMBOR 25MM 7,5M THOMPSON",1.0,38.0,38.0
9875,1757,015 BOTINA COUNTRY CAFE 40,1.0,110.0,110.0
9876,1754,015 BOTINA COUNTRY CAFE 37,1.0,112.78,112.78
9876,2938,SQUEEZE AUTOSPOUT KIDS 384ML VERDE,1.0,125.75,125.75
9876,3204,LUVA LATEX FLOCADA TAM G AMARELA SLIM VOLK,2.0,5.735,11.47
9877,800,ARAME RECOZIDO LISO 18,2.0,25.0,50.0
9878,207,BROCA ACO RAPIDO 10.00MMX13.3CM,1.0,36.5,36.5
9879,1514,TUBOZAN TE ESG 100,1.0,30.0,30.0
9880,2092,SILICONE ACETICO MULTIUSO CARTUCHO,2.0,29.01,58.02
9880,3101,ESTILETE 18MM EMBOR PROF THOMPSON,1.0,16.27,16.27
9880,2556,APLICADOR DE SILICONE 310ML ABERTO SPARTA,1.0,24.43,24.43
9880,363,NIPLE ROSC 1/2,1.0,1.28,1.28
9881,168,DOCOL ACAB  1/2 A 1 E 3/4 TRIO CHROME P/REG.,2.0,44.04,88.08
9881,2346,REJUNTE CERAMICAS BRANCO 1KG QUARTZOLIT,2.0,7.625,15.25
9881,1417,TORN P/LAVATORIO GIRAT 1/4V 1195 CS33,2.0,92.925,185.85
9881,1147,AMANCO GRELHA ALUM. N14 QD P/ CX SIF/RL 100 C,1.0,64.72,64.72
9881,1986,"PISO 62X62CM 62HDA10 RET A (2,30MT)",23.0,41.1347826,946.1
9882,2493,DISCO DE CORTE 4 1/2 INOX THOMPSON,2.0,4.5,9.0
9883,2007,ALUMASA CAIXA DE DESCARGA BRANCA,1.0,38.0,38.0
9884,2758,TELHA ECONOFLEX 2.44 X 1.10 6MM,2.0,79.0,158.0
9886,912,NIVELADOR 1;5MM 50PCS - CORTAG,1.0,20.11,20.11
9886,641,ARGAMASSA USICAL - PORCELANATO INTERNO 20KG,4.0,44.99,179.96
9888,2912,CAPA DE CHUVA C/CAPUZ FORRADA AM G,1.0,24.29,24.29
9888,2707,TRENA EMBORRACHADA 5MT PREFIELD,1.0,23.71,23.71
9890,763,AREIA MEDIA,0.5,114.38,57.19
9890,762,PEDRA BRITA N 1,0.5,252.04,126.02
9890,635,CAL HIDRATADA CH III 20 KG,1.0,21.23,21.23
9890,152,"FERRO 8MM 4,7KG 12MT",4.0,50.632,202.53
9890,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,400.0,0.932575,373.03
9891,3195,VEDA CALHA CINZA 260GR UNIPEGA,3.0,15.9,47.7
9892,3230,DEWALT SERRA MARMORE 125MM 1400 W 220V,1.0,332.7,332.7
9893,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,10.1,10.1
9893,2966,LAMINA DE SERRA BI-MET. 12X1/2 X 24D STARRETT,1.0,15.42,15.42
9893,1293,LIXA D AGUA GR220 225X275 WORKER,1.0,1.98,1.98
9894,2578,"SPARLACK VERNIZ CETOL ACETINADO 3,6L NATURAL",1.0,250.0,250.0
9895,932,PARAF MAD PHIL CHATA CHIP 3;0X22MM % - CISER,20.0,0.15,3.0
9897,1583,TUBOZAN LUVA SOLD 25,1.0,1.52,1.52
9897,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,1.0,1.48,1.48
9898,2139,CAIXA CORREIO 673 DRAGAO PRATA,1.0,79.44,79.44
9898,2447,ROMAZI 1 TOM 20A ESP 4X2 BR 1016 DUNAS,1.0,8.44,8.44
9899,3128,AMANCO BUCHA RED ROSC  3/4 X 1/2,1.0,4.0,4.0
9899,1375,AMANCO LUVA SOLD BUCHA LATAO 25MMX1/2,1.0,18.0,18.0
9900,326,LIMA ENXADA 8 S/C,1.0,21.0,21.0
9901,970,TECPLUS 1 IMPERMEABILIZANTE 1L - QUARTZOLIT,1.0,18.0,18.0
9901,2091,"PINTURA ASFALTICA  3,6L",1.0,150.0,150.0
9901,81,TRINCHA P/PINTURA 395 2,1.0,10.5,10.5
9902,3195,VEDA CALHA CINZA 260GR UNIPEGA,1.0,16.0,16.0
9903,2746,BELGO PREGO 17X27,4.0,26.97,107.88
9903,167,DOCOL ACAB 1.1/4 1.1/2 NEW PERTUTTI CR,2.0,70.0,140.0
9904,2890,DESEMPENADEIRA PLAST 14X27CM ESTRIADA CORTAG,1.0,15.9,15.9
9904,1654,REGUA REFORCADA 2M TPA VERDE,1.0,72.08,72.08
9904,912,NIVELADOR 1;5MM 50PCS - CORTAG,1.0,20.11,20.11
9905,3216,MANTA ASFALT. 10MX10CM SUPER FITA,2.0,40.0,80.0
9906,73,ROLO DE PINTURA DE LA NATURAL 9CM,1.0,12.0,12.0
9907,2407,ROMAZI 1 INT 10A SP + 2 TOM 10A BR 2616 CANOA,1.0,23.0,23.0
9908,2762,DISCO SERRA CIRC. DE WIDEA 24 DENTES (4.3/8) 110 X 20MM - MELFI,1.0,20.0,20.0
9909,2506,MARTELO POLIDO THOMPSON 29MM,1.0,55.0,55.0
9910,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,15.0,1.49,22.35
9913,1407,TORN P/JARDIM 1/4V 1148 CSALV,1.0,96.0,96.0
9914,326,LIMA ENXADA 8 S/C,1.0,21.0,21.0
9916,2408,ROMAZI 2 INT MDL 10A SP+TOM 10A PL 4X2 BR 2617 CANOA,1.0,23.0,23.0
9917,912,NIVELADOR 1;5MM 50PCS - CORTAG,1.0,20.0,20.0
9917,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,4.0,19.5,78.0
9919,722,CIMENTO ITAU 50KG,15.0,53.55,803.25
9919,1716,MULTILIT FORRO PVC 7MM 200MMX6M BRC GELO,25.2,27.0,680.4
9919,1030,FORTEPLAST PERFIL U PVC BRANCO 06MT,9.0,36.03,324.27
9919,805,PREGO C/CABECA 17X27 PREGOFIX,1.0,24.9,24.9
9919,1216,BITS PH2 1/4X100MM PONTA DUPLA - COLLINS,2.0,10.98,21.96
9920,1867,AMANCO CURVA 90 SOLD 50MM CB,1.0,38.45,38.45
9920,2209,"ABRAC RSF 9MM 3/4"" A 1.1/16"" 19-27 - METALMATRIX",2.0,2.39,4.78
9920,1919,ABRAC TIPO U 3/4,2.0,1.12,2.24
9920,934,PARAF MAD PHIL CHATA CHIP 4;0X30MM % - CISER,4.0,0.24,0.96
9920,630,BUCHA PLAST FIXACAO C/ANEL 06,4.0,0.09,0.36
9921,750,CHAPEU PEPPI 4,1.0,48.0,48.0
9922,178,ADESIVO DE SILICONE 280G ACET BRANCO SILOC,1.0,34.0,34.0
9923,3090,DISCO DE CORTE DIAMAN SEGMENTADO 110MM,1.0,16.0,16.0
9924,1473,LONA PRETA 8X100,80.0,1.7,136.0
9925,2665,PREGO C/CABECA 19X39 GERDAU,2.0,25.0,50.0
9926,2794,TUBOZAN JOELHO 90 SOLD 20,12.0,0.982,11.78
9926,1582,TUBOZAN LUVA SOLD 20,2.0,1.29,2.58
9926,1567,TUBOZAN TUBO SOLD 20 6M,3.0,21.833,65.5
9926,2823,TUBOZAN ADESIVO PLAST P/TUBOS PVC 75,1.0,8.14,8.14
9927,1729,BACIA SANIT RAVENA BR GELO,2.0,304.54,609.08
9927,1907,DECA COLUNA SANITARIA IZY BR,2.0,129.91,259.82
9927,1908,DECA LAVATORIO P/ COLUNA IZY BR,2.0,164.865,329.73
9927,2621,ASTRA ANEL VEDACAO P/ BACIA COM GUIA,2.0,9.23,18.46
9927,768,PARAFUSO PARA VASO BUCHA 10 LATONADO,8.0,2.18,17.44
9927,1133,AMANCO LUVA SIMP ESG SN DN40 CB,2.0,4.36,8.72
9927,1541,TUBOZAN ENGATE FLEXIVEL 50,2.0,6.87,13.74
9927,1893,ASTRA TUBO DE LIGACAO 1/2 C/SPD CR,2.0,21.505,43.01
9928,762,PEDRA BRITA N 1,1.5,279.593,419.39
9928,763,AREIA MEDIA,3.0,126.87,380.61
9929,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,500.0,1.02,510.0
9930,631,BUCHA PLAST FIXACAO C/ANEL 10,20.0,0.25,5.0
9931,763,AREIA MEDIA,1.0,130.0,130.0
9931,722,CIMENTO ITAU 50KG,4.0,53.5,214.0
9931,692,TINTA ESMALTE IMOB AZUL DEL REY 900ML,2.0,30.78,61.56
9931,635,CAL HIDRATADA CH III 20 KG,4.0,23.5,94.0
9931,2764,ESPUMA EXPANSIVA 500ML 340GR MUNDIAL PRIME,1.0,35.0,35.0
9932,3099,"DISCO DIAMANTADO SEGMENTADO 180MM 7""",1.0,55.0,55.0
9933,2497,"DISCO DIAMANTADO 4"" SEGMENTADO THOMPSON",2.0,14.5,29.0
9934,813,GESCALITE 1L,1.0,15.75,15.75
9934,3079,LIXA EM FOLHA MASSA GRAO 120,25.0,1.14,28.5
9934,3078,LIXA EM FOLHA MASSA GRAO 100,25.0,1.14,28.5
9936,2884,"CORDA MULTIUSO - 6,0 MM X 20 M",1.0,50.0,50.0
9937,923,LAPIS CARPINTEIRO AZUL IRWIN,1.0,3.17,3.17
9937,2369,ROMAZI PLUGUE MACHO 2P 10A 180° CZ 6004,1.0,7.83,7.83
9938,750,CHAPEU PEPPI 4,1.0,49.0,49.0
9939,2226,"PISO 41X41CM 41M04 A (2,00MTS)",80.0,24.785,1982.8
9939,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,27.0,19.3956,523.68
9939,1843,"REVCOLLOR VERNIZ RESTAURADOR MOGNO 3,6 L",1.0,135.19,135.19
9939,289,ESPACADOR P/PISO 4.0MM C/100.,2.0,4.16,8.32
9940,635,CAL HIDRATADA CH III 20 KG,2.0,24.0,48.0
9940,1166,AMANCO JOELHO 90 SOLD 20MM CB,8.0,2.125,17.0
