Codigo,Data,Hora,FormaParcelamento,TotalPedido
2,2022-04-22,0 days 14:06:00,001 - À VISTA,1.0
3,2022-04-22,0 days 14:08:00,007 - CARTÃO CRÉDITO,1.0
4,2022-04-22,0 days 14:13:00,007 - CARTÃO CRÉDITO,1.0
5,2022-04-23,0 days 07:59:00,001 - À VISTA,1.0
6,2022-04-23,0 days 08:17:00,001 - À VISTA,1.0
7,2022-04-23,0 days 08:19:00,001 - À VISTA,10.0
8,2022-04-23,0 days 08:25:00,001 - À VISTA,12.0
9,2022-04-23,0 days 08:41:00,001 - À VISTA,10.0
12,2022-04-23,0 days 09:09:00,001 - À VISTA,10.0
13,2022-04-27,0 days 15:10:00,001 - À VISTA,330.0
14,2022-04-27,0 days 15:15:00,001 - À VISTA,130.9
18,2022-04-27,0 days 15:53:00,001 - À VISTA,215.99
19,2022-04-27,0 days 15:56:00,001 - À VISTA,130.9
20,2022-04-27,0 days 16:25:00,001 - À VISTA,346.89
26,2022-04-27,0 days 17:18:00,004 - BOLETO 05 DIAS,215.99
28,2022-04-27,0 days 18:30:00,001 - À VISTA,37.82
30,2022-04-28,0 days 10:13:00,003 - CARTÃO DE DÉBITO,163.19
31,2022-04-28,0 days 10:18:00,001 - À VISTA,215.99
32,2022-04-28,0 days 12:02:00,001 - À VISTA,2159.9
37,2022-05-02,0 days 07:47:00,002 - CARTÃO DE CRÉDITO,37.78
38,2022-05-02,0 days 07:49:00,002 - CARTÃO DE CRÉDITO,55.66
39,2022-05-02,0 days 08:37:00,003 - CARTÃO DE DÉBITO,12.38
41,2022-05-02,0 days 08:50:00,003 - CARTÃO DE DÉBITO,11.78
42,2022-05-02,0 days 08:51:00,003 - CARTÃO DE DÉBITO,50.25
45,2022-05-02,0 days 09:02:00,023 - PIX,221.22
46,2022-05-02,0 days 09:29:00,003 - CARTÃO DE DÉBITO,1131.85
47,2022-05-02,0 days 09:36:00,001 - À VISTA,40.02
48,2022-05-02,0 days 10:08:00,023 - PIX,32.9
49,2022-05-02,0 days 10:20:00,003 - CARTÃO DE DÉBITO,359.2
52,2022-05-02,0 days 10:33:00,003 - CARTÃO DE DÉBITO,68.26
55,2022-05-02,0 days 10:50:00,023 - PIX,1034.7
57,2022-05-02,0 days 11:27:00,002 - CARTÃO DE CRÉDITO,435.0
58,2022-05-02,0 days 13:06:00,023 - PIX,2000.0
59,2022-05-02,0 days 13:11:00,023 - PIX,65.8
60,2022-05-02,0 days 13:34:00,003 - CARTÃO DE DÉBITO,20.32
61,2022-05-02,0 days 13:41:00,001 - À VISTA,45.9
63,2022-05-02,0 days 14:10:00,003 - CARTÃO DE DÉBITO,26.51
64,2022-05-02,0 days 14:24:00,003 - CARTÃO DE DÉBITO,170.89
66,2022-05-02,0 days 14:59:00,001 - À VISTA,129.49
67,2022-05-02,0 days 15:01:00,001 - À VISTA,589.0
68,2022-05-02,0 days 15:13:00,023 - PIX,46.85
69,2022-05-02,0 days 15:55:00,003 - CARTÃO DE DÉBITO,7.56
71,2022-05-02,0 days 15:57:00,003 - CARTÃO DE DÉBITO,109.9
72,2022-05-02,0 days 16:11:00,003 - CARTÃO DE DÉBITO,21.9
73,2022-05-02,0 days 16:24:00,002 - CARTÃO DE CRÉDITO,65.73
74,2022-05-02,0 days 16:44:00,003 - CARTÃO DE DÉBITO,71.81
75,2022-05-02,0 days 16:46:00,001 - À VISTA,11.2
76,2022-05-02,0 days 16:59:00,001 - À VISTA,24.13
77,2022-05-02,0 days 17:17:00,001 - À VISTA,100.0
78,2022-05-03,0 days 07:11:00,001 - À VISTA,96.47
80,2022-05-03,0 days 07:21:00,003 - CARTÃO DE DÉBITO,2495.0
81,2022-05-03,0 days 07:31:00,023 - PIX,2040.0
82,2022-05-03,0 days 07:35:00,003 - CARTÃO DE DÉBITO,438.7
83,2022-05-03,0 days 07:41:00,002 - CARTÃO DE CRÉDITO,106.89
84,2022-05-03,0 days 07:44:00,003 - CARTÃO DE DÉBITO,145.3
85,2022-05-03,0 days 07:54:00,003 - CARTÃO DE DÉBITO,38.08
86,2022-05-03,0 days 07:57:00,002 - CARTÃO DE CRÉDITO,19.51
87,2022-05-03,0 days 07:58:00,003 - CARTÃO DE DÉBITO,37.79
88,2022-05-03,0 days 08:01:00,023 - PIX,24.06
89,2022-05-03,0 days 08:24:00,001 - À VISTA,15.0
90,2022-05-03,0 days 08:27:00,003 - CARTÃO DE DÉBITO,32.18
91,2022-05-03,0 days 08:44:00,001 - À VISTA,55.5
92,2022-05-03,0 days 08:53:00,001 - À VISTA,9.99
94,2022-05-03,0 days 09:07:00,001 - À VISTA,11.34
95,2022-05-03,0 days 09:10:00,023 - PIX,2234.5
96,2022-05-03,0 days 09:22:00,023 - PIX,13.39
97,2022-05-03,0 days 09:32:00,001 - À VISTA,1.72
98,2022-05-03,0 days 09:34:00,023 - PIX,870.1
99,2022-05-03,0 days 09:49:00,001 - À VISTA,63.0
100,2022-05-03,0 days 10:13:00,003 - CARTÃO DE DÉBITO,25.3
101,2022-05-03,0 days 10:18:00,001 - À VISTA,14.88
102,2022-05-03,0 days 10:26:00,023 - PIX,26.14
103,2022-05-03,0 days 10:27:00,001 - À VISTA,68.22
104,2022-05-03,0 days 11:02:00,001 - À VISTA,17.57
105,2022-05-03,0 days 11:03:00,001 - À VISTA,20.7
106,2022-05-03,0 days 11:26:00,003 - CARTÃO DE DÉBITO,32.18
108,2022-05-03,0 days 13:17:00,001 - À VISTA,23.0
109,2022-05-03,0 days 13:27:00,001 - À VISTA,5.06
110,2022-05-03,0 days 13:42:00,002 - CARTÃO DE CRÉDITO,208.2
111,2022-05-03,0 days 14:34:00,002 - CARTÃO DE CRÉDITO,120.0
112,2022-05-03,0 days 14:50:00,001 - À VISTA,11.51
113,2022-05-03,0 days 15:11:00,002 - CARTÃO DE CRÉDITO,145.0
114,2022-05-03,0 days 15:14:00,023 - PIX,375.77
115,2022-05-03,0 days 15:34:00,023 - PIX,4129.38
116,2022-05-03,0 days 15:51:00,001 - À VISTA,43.0
118,2022-05-03,0 days 16:19:00,003 - CARTÃO DE DÉBITO,85.0
119,2022-05-03,0 days 16:47:00,003 - CARTÃO DE DÉBITO,274.44
120,2022-05-03,0 days 16:58:00,001 - À VISTA,36.3
121,2022-05-03,0 days 17:08:00,001 - À VISTA,93.12
122,2022-05-03,0 days 17:24:00,001 - À VISTA,42.8
123,2022-05-03,0 days 17:30:00,003 - CARTÃO DE DÉBITO,161.56
125,2022-05-04,0 days 07:26:00,001 - À VISTA,9.36
127,2022-05-04,0 days 07:32:00,003 - CARTÃO DE DÉBITO,44.74
128,2022-05-04,0 days 07:37:00,003 - CARTÃO DE DÉBITO,37.0
130,2022-05-04,0 days 08:23:00,001 - À VISTA,14.53
131,2022-05-04,0 days 08:26:00,003 - CARTÃO DE DÉBITO,743.13
132,2022-05-04,0 days 08:28:00,003 - CARTÃO DE DÉBITO,275.4
133,2022-05-04,0 days 08:55:00,002 - CARTÃO DE CRÉDITO,575.5
134,2022-05-04,0 days 09:03:00,002 - CARTÃO DE CRÉDITO,112.21
135,2022-05-04,0 days 09:12:00,002 - CARTÃO DE CRÉDITO,389.61
136,2022-05-04,0 days 09:29:00,003 - CARTÃO DE DÉBITO,323.78
140,2022-05-04,0 days 09:47:00,003 - CARTÃO DE DÉBITO,23.85
141,2022-05-04,0 days 10:02:00,023 - PIX,617.89
145,2022-05-04,0 days 10:45:00,003 - CARTÃO DE DÉBITO,137.7
146,2022-05-04,0 days 11:09:00,001 - À VISTA,36.9
147,2022-05-04,0 days 13:35:00,003 - CARTÃO DE DÉBITO,35.49
148,2022-05-04,0 days 13:45:00,003 - CARTÃO DE DÉBITO,189.67
149,2022-05-04,0 days 14:08:00,023 - PIX,285.4
151,2022-05-04,0 days 14:39:00,002 - CARTÃO DE CRÉDITO,220.0
152,2022-05-04,0 days 14:41:00,001 - À VISTA,107.28
153,2022-05-04,0 days 14:47:00,024 - CHEQUE 30 DIAS,13800.0
154,2022-05-04,0 days 14:57:00,003 - CARTÃO DE DÉBITO,46.5
155,2022-05-04,0 days 15:07:00,023 - PIX,1522.96
157,2022-05-04,0 days 15:36:00,023 - PIX,789.49
158,2022-05-04,0 days 15:42:00,023 - PIX,47.34
160,2022-05-04,0 days 15:53:00,001 - À VISTA,25.0
163,2022-05-04,0 days 16:14:00,002 - CARTÃO DE CRÉDITO,48.0
164,2022-05-04,0 days 16:57:00,001 - À VISTA,14.24
165,2022-05-04,0 days 16:58:00,001 - À VISTA,5.0
166,2022-05-04,0 days 17:08:00,002 - CARTÃO DE CRÉDITO,68.5
169,2022-05-04,0 days 17:37:00,001 - À VISTA,267.45
170,2022-05-04,0 days 17:38:00,023 - PIX,100.0
171,2022-05-05,0 days 07:12:00,001 - À VISTA,15.52
172,2022-05-05,0 days 07:20:00,001 - À VISTA,121.0
173,2022-05-05,0 days 07:26:00,001 - À VISTA,18.0
174,2022-05-05,0 days 07:34:00,003 - CARTÃO DE DÉBITO,47.21
175,2022-05-05,0 days 08:39:00,002 - CARTÃO DE CRÉDITO,1139.0
176,2022-05-05,0 days 08:56:00,002 - CARTÃO DE CRÉDITO,115.2
177,2022-05-05,0 days 09:19:00,001 - À VISTA,162.77
178,2022-05-05,0 days 09:21:00,003 - CARTÃO DE DÉBITO,13.48
179,2022-05-05,0 days 09:25:00,003 - CARTÃO DE DÉBITO,188.64
180,2022-05-05,0 days 09:33:00,001 - À VISTA,73.4
181,2022-05-05,0 days 09:42:00,023 - PIX,16.0
182,2022-05-05,0 days 10:23:00,003 - CARTÃO DE DÉBITO,48.0
183,2022-05-05,0 days 10:40:00,001 - À VISTA,6.31
184,2022-05-05,0 days 10:43:00,002 - CARTÃO DE CRÉDITO,287.26
186,2022-05-05,0 days 11:13:00,001 - À VISTA,13.23
187,2022-05-05,0 days 11:14:00,003 - CARTÃO DE DÉBITO,25.84
188,2022-05-05,0 days 13:04:00,003 - CARTÃO DE DÉBITO,46.0
189,2022-05-05,0 days 13:20:00,001 - À VISTA,9.03
190,2022-05-05,0 days 13:22:00,001 - À VISTA,50.5
192,2022-05-05,0 days 13:51:00,001 - À VISTA,25.34
193,2022-05-05,0 days 13:53:00,003 - CARTÃO DE DÉBITO,26.97
194,2022-05-05,0 days 14:50:00,023 - PIX,69.12
195,2022-05-05,0 days 15:01:00,003 - CARTÃO DE DÉBITO,229.5
197,2022-05-05,0 days 15:05:00,003 - CARTÃO DE DÉBITO,130.0
198,2022-05-05,0 days 15:07:00,001 - À VISTA,10.0
199,2022-05-05,0 days 15:36:00,003 - CARTÃO DE DÉBITO,183.16
200,2022-05-05,0 days 15:49:00,023 - PIX,19.8
201,2022-05-05,0 days 15:50:00,023 - PIX,5.0
202,2022-05-05,0 days 16:23:00,003 - CARTÃO DE DÉBITO,20.72
203,2022-05-05,0 days 16:32:00,003 - CARTÃO DE DÉBITO,152.33
204,2022-05-05,0 days 16:50:00,001 - À VISTA,104.45
205,2022-05-05,0 days 17:20:00,001 - À VISTA,38.97
206,2022-05-05,0 days 17:22:00,003 - CARTÃO DE DÉBITO,6.19
207,2022-05-05,0 days 17:26:00,003 - CARTÃO DE DÉBITO,32.43
209,2022-05-05,0 days 17:35:00,002 - CARTÃO DE CRÉDITO,132.9
211,2022-05-06,0 days 07:25:00,003 - CARTÃO DE DÉBITO,536.7
212,2022-05-06,0 days 07:49:00,001 - À VISTA,25.84
213,2022-05-06,0 days 08:02:00,023 - PIX,10.26
214,2022-05-06,0 days 08:26:00,003 - CARTÃO DE DÉBITO,60.49
215,2022-05-06,0 days 08:37:00,001 - À VISTA,24.06
216,2022-05-06,0 days 09:04:00,002 - CARTÃO DE CRÉDITO,82.0
217,2022-05-06,0 days 09:21:00,023 - PIX,1133.4
218,2022-05-06,0 days 09:48:00,003 - CARTÃO DE DÉBITO,31.0
220,2022-05-06,0 days 10:10:00,002 - CARTÃO DE CRÉDITO,144.54
221,2022-05-06,0 days 10:29:00,001 - À VISTA,49.37
222,2022-05-06,0 days 10:45:00,001 - À VISTA,12.0
223,2022-05-06,0 days 10:46:00,003 - CARTÃO DE DÉBITO,443.28
224,2022-05-06,0 days 11:01:00,003 - CARTÃO DE DÉBITO,203.0
230,2022-05-06,0 days 11:20:00,003 - CARTÃO DE DÉBITO,10.0
232,2022-05-06,0 days 11:28:00,023 - PIX,48.56
235,2022-05-06,0 days 13:16:00,001 - À VISTA,3.5
236,2022-05-06,0 days 13:21:00,001 - À VISTA,6.5
237,2022-05-06,0 days 13:40:00,001 - À VISTA,31.12
238,2022-05-06,0 days 13:42:00,003 - CARTÃO DE DÉBITO,793.7
239,2022-05-06,0 days 13:55:00,003 - CARTÃO DE DÉBITO,65.72
240,2022-05-06,0 days 13:56:00,003 - CARTÃO DE DÉBITO,45.9
242,2022-05-06,0 days 14:04:00,003 - CARTÃO DE DÉBITO,36.64
244,2022-05-06,0 days 14:13:00,002 - CARTÃO DE CRÉDITO,253.0
246,2022-05-06,0 days 14:45:00,003 - CARTÃO DE DÉBITO,22.5
247,2022-05-06,0 days 14:48:00,001 - À VISTA,61.96
248,2022-05-06,0 days 14:53:00,001 - À VISTA,19.09
250,2022-05-06,0 days 15:03:00,003 - CARTÃO DE DÉBITO,101.8
252,2022-05-06,0 days 15:14:00,001 - À VISTA,37.51
253,2022-05-06,0 days 15:25:00,002 - CARTÃO DE CRÉDITO,14.94
254,2022-05-06,0 days 15:35:00,023 - PIX,64.0
255,2022-05-06,0 days 15:53:00,001 - À VISTA,17.0
258,2022-05-06,0 days 16:02:00,002 - CARTÃO DE CRÉDITO,3674.23
262,2022-05-06,0 days 16:24:00,002 - CARTÃO DE CRÉDITO,1848.32
263,2022-05-06,0 days 16:31:00,003 - CARTÃO DE DÉBITO,67.49
264,2022-05-06,0 days 16:40:00,003 - CARTÃO DE DÉBITO,39.75
265,2022-05-06,0 days 16:50:00,007 - BOLETO 20 DIAS,286.08
269,2022-05-06,0 days 17:14:00,002 - CARTÃO DE CRÉDITO,9.7
270,2022-05-06,0 days 17:16:00,001 - À VISTA,8.5
271,2022-05-06,0 days 17:22:00,003 - CARTÃO DE DÉBITO,98.0
272,2022-05-06,0 days 17:24:00,002 - CARTÃO DE CRÉDITO,30.67
278,2022-05-07,0 days 07:28:00,003 - CARTÃO DE DÉBITO,13.6
279,2022-05-07,0 days 07:30:00,002 - CARTÃO DE CRÉDITO,2.33
281,2022-05-07,0 days 07:56:00,002 - CARTÃO DE CRÉDITO,78.0
283,2022-05-07,0 days 08:04:00,002 - CARTÃO DE CRÉDITO,68.71
288,2022-05-07,0 days 08:19:00,025 - PERSONALIZADO,817.93
289,2022-05-07,0 days 08:27:00,023 - PIX,35.34
292,2022-05-07,0 days 08:32:00,002 - CARTÃO DE CRÉDITO,460.0
293,2022-05-07,0 days 08:35:00,001 - À VISTA,1185.3
294,2022-05-07,0 days 08:40:00,023 - PIX,1070.7
295,2022-05-07,0 days 08:48:00,025 - PERSONALIZADO,3606.14
296,2022-05-07,0 days 08:52:00,005 - BOLETO 10 DIAS,951.61
297,2022-05-07,0 days 09:08:00,005 - BOLETO 10 DIAS,293.13
299,2022-05-07,0 days 09:17:00,003 - CARTÃO DE DÉBITO,101.35
300,2022-05-07,0 days 09:20:00,003 - CARTÃO DE DÉBITO,57.88
301,2022-05-07,0 days 09:24:00,001 - À VISTA,34.64
303,2022-05-07,0 days 09:30:00,005 - BOLETO 10 DIAS,2890.0
304,2022-05-07,0 days 09:34:00,010 - BOLETO 30/60/90 DIAS,5500.0
306,2022-05-07,0 days 09:54:00,003 - CARTÃO DE DÉBITO,11.68
308,2022-05-07,0 days 10:06:00,003 - CARTÃO DE DÉBITO,34.67
309,2022-05-07,0 days 10:08:00,003 - CARTÃO DE DÉBITO,159.8
310,2022-05-07,0 days 10:12:00,003 - CARTÃO DE DÉBITO,20.33
311,2022-05-07,0 days 10:13:00,008 - BOLETO 30 DIAS,426.23
312,2022-05-07,0 days 10:15:00,005 - BOLETO 10 DIAS,343.7
313,2022-05-07,0 days 10:19:00,006 - BOLETO 15 DIAS,10365.61
314,2022-05-07,0 days 10:20:00,003 - CARTÃO DE DÉBITO,22.5
315,2022-05-07,0 days 10:25:00,006 - BOLETO 15 DIAS,1862.37
316,2022-05-07,0 days 10:28:00,002 - CARTÃO DE CRÉDITO,27.8
317,2022-05-07,0 days 10:40:00,003 - CARTÃO DE DÉBITO,63.97
318,2022-05-07,0 days 10:42:00,003 - CARTÃO DE DÉBITO,37.36
319,2022-05-07,0 days 10:55:00,023 - PIX,26.19
320,2022-05-07,0 days 11:00:00,001 - À VISTA,11.47
321,2022-05-07,0 days 11:07:00,002 - CARTÃO DE CRÉDITO,64.35
322,2022-05-07,0 days 11:10:00,001 - À VISTA,8.69
323,2022-05-07,0 days 11:20:00,001 - À VISTA,74.0
324,2022-05-07,0 days 11:30:00,023 - PIX,4381.1
325,2022-05-07,0 days 11:34:00,005 - BOLETO 10 DIAS,67.74
327,2022-05-09,0 days 07:02:00,003 - CARTÃO DE DÉBITO,159.8
328,2022-05-09,0 days 07:04:00,001 - À VISTA,79.9
329,2022-05-09,0 days 07:09:00,001 - À VISTA,18.89
330,2022-05-09,0 days 07:33:00,001 - À VISTA,8.66
331,2022-05-09,0 days 07:47:00,025 - PERSONALIZADO,6023.32
332,2022-05-09,0 days 07:50:00,001 - À VISTA,104.5
333,2022-05-09,0 days 07:51:00,002 - CARTÃO DE CRÉDITO,20.01
334,2022-05-09,0 days 08:02:00,001 - À VISTA,30.6
336,2022-05-09,0 days 08:06:00,023 - PIX,186.3
337,2022-05-09,0 days 08:08:00,023 - PIX,203.6
340,2022-05-09,0 days 08:35:00,003 - CARTÃO DE DÉBITO,380.55
341,2022-05-09,0 days 08:43:00,003 - CARTÃO DE DÉBITO,17.03
342,2022-05-09,0 days 08:44:00,023 - PIX,50.0
344,2022-05-09,0 days 09:03:00,025 - PERSONALIZADO,1003.05
345,2022-05-09,0 days 09:42:00,001 - À VISTA,89.69
346,2022-05-09,0 days 09:48:00,003 - CARTÃO DE DÉBITO,109.78
347,2022-05-09,0 days 10:29:00,003 - CARTÃO DE DÉBITO,43.48
348,2022-05-09,0 days 10:51:00,003 - CARTÃO DE DÉBITO,30.0
349,2022-05-09,0 days 10:52:00,002 - CARTÃO DE CRÉDITO,1570.0
350,2022-05-09,0 days 10:54:00,023 - PIX,134.94
352,2022-05-09,0 days 11:18:00,002 - CARTÃO DE CRÉDITO,16960.46
353,2022-05-09,0 days 07:38:00,001 - À VISTA,14.0
354,2022-05-09,0 days 07:38:00,001 - À VISTA,35.52
355,2022-05-09,0 days 13:44:00,001 - À VISTA,4.61
356,2022-05-09,0 days 14:05:00,023 - PIX,56.59
357,2022-05-09,0 days 14:07:00,003 - CARTÃO DE DÉBITO,56.67
358,2022-05-09,0 days 14:28:00,003 - CARTÃO DE DÉBITO,19.64
359,2022-05-09,0 days 14:35:00,003 - CARTÃO DE DÉBITO,8.78
360,2022-05-09,0 days 14:37:00,003 - CARTÃO DE DÉBITO,188.9
362,2022-05-09,0 days 14:46:00,022 - VALE,9200.0
363,2022-05-09,0 days 14:48:00,023 - PIX,61.41
364,2022-05-09,0 days 14:54:00,005 - BOLETO 10 DIAS,894.87
365,2022-05-09,0 days 15:10:00,003 - CARTÃO DE DÉBITO,236.8
366,2022-05-09,0 days 15:13:00,001 - À VISTA,22.44
367,2022-05-09,0 days 15:31:00,001 - À VISTA,37.87
368,2022-05-09,0 days 15:37:00,003 - CARTÃO DE DÉBITO,24.0
369,2022-05-09,0 days 15:50:00,001 - À VISTA,51.25
370,2022-05-09,0 days 15:58:00,002 - CARTÃO DE CRÉDITO,12.41
371,2022-05-09,0 days 16:14:00,003 - CARTÃO DE DÉBITO,115.62
372,2022-05-09,0 days 16:16:00,003 - CARTÃO DE DÉBITO,39.23
373,2022-05-09,0 days 16:22:00,002 - CARTÃO DE CRÉDITO,2284.5
374,2022-05-09,0 days 16:31:00,023 - PIX,71.0
376,2022-05-09,0 days 16:38:00,023 - PIX,390.16
378,2022-05-09,0 days 16:44:00,002 - CARTÃO DE CRÉDITO,25.84
379,2022-05-09,0 days 17:01:00,023 - PIX,1435.0
381,2022-05-09,0 days 17:29:00,002 - CARTÃO DE CRÉDITO,23.27
382,2022-05-09,0 days 17:37:00,022 - VALE,9000.0
383,2022-05-10,0 days 07:00:00,001 - À VISTA,2.52
384,2022-05-10,0 days 07:11:00,001 - À VISTA,20.0
385,2022-05-10,0 days 07:12:00,003 - CARTÃO DE DÉBITO,4.34
387,2022-05-10,0 days 07:56:00,003 - CARTÃO DE DÉBITO,15.13
388,2022-05-10,0 days 08:16:00,001 - À VISTA,138.45
395,2022-05-10,0 days 09:17:00,001 - À VISTA,30.0
396,2022-05-10,0 days 09:22:00,003 - CARTÃO DE DÉBITO,126.0
397,2022-05-10,0 days 09:30:00,003 - CARTÃO DE DÉBITO,63.32
399,2022-05-10,0 days 09:44:00,003 - CARTÃO DE DÉBITO,35.0
400,2022-05-10,0 days 09:46:00,023 - PIX,450.0
401,2022-05-10,0 days 09:47:00,023 - PIX,67.0
402,2022-05-10,0 days 09:47:00,003 - CARTÃO DE DÉBITO,37.0
403,2022-05-10,0 days 09:48:00,001 - À VISTA,129.58
406,2022-05-10,0 days 10:17:00,001 - À VISTA,247.65
409,2022-05-10,0 days 10:40:00,001 - À VISTA,7.4
412,2022-05-10,0 days 11:05:00,001 - À VISTA,9.4
413,2022-05-10,0 days 11:07:00,001 - À VISTA,48.2
414,2022-05-10,0 days 11:29:00,001 - À VISTA,32.45
415,2022-05-10,0 days 12:55:00,001 - À VISTA,75.5
418,2022-05-10,0 days 13:36:00,003 - CARTÃO DE DÉBITO,59.41
419,2022-05-10,0 days 13:37:00,003 - CARTÃO DE DÉBITO,32.5
420,2022-05-10,0 days 13:38:00,023 - PIX,122.65
422,2022-05-10,0 days 13:40:00,002 - CARTÃO DE CRÉDITO,10.0
423,2022-05-10,0 days 13:41:00,001 - À VISTA,30.0
424,2022-05-10,0 days 13:51:00,001 - À VISTA,540.0
425,2022-05-10,0 days 13:55:00,023 - PIX,3820.0
427,2022-05-10,0 days 14:00:00,001 - À VISTA,459.0
428,2022-05-10,0 days 14:24:00,003 - CARTÃO DE DÉBITO,91.8
430,2022-05-10,0 days 14:50:00,003 - CARTÃO DE DÉBITO,57.37
431,2022-05-10,0 days 15:09:00,003 - CARTÃO DE DÉBITO,49.03
432,2022-05-10,0 days 15:19:00,001 - À VISTA,918.0
433,2022-05-10,0 days 15:24:00,003 - CARTÃO DE DÉBITO,27.7
434,2022-05-10,0 days 16:10:00,003 - CARTÃO DE DÉBITO,5.41
435,2022-05-10,0 days 17:37:00,003 - CARTÃO DE DÉBITO,307.02
436,2022-05-11,0 days 07:13:00,001 - À VISTA,21.0
438,2022-05-11,0 days 07:23:00,002 - CARTÃO DE CRÉDITO,17.5
439,2022-05-11,0 days 08:40:00,001 - À VISTA,37.78
440,2022-05-11,0 days 10:47:00,001 - À VISTA,1.5
441,2022-05-11,0 days 10:48:00,001 - À VISTA,1236.17
442,2022-05-11,0 days 10:49:00,003 - CARTÃO DE DÉBITO,77.0
443,2022-05-11,0 days 10:50:00,001 - À VISTA,32.7
444,2022-05-11,0 days 10:52:00,002 - CARTÃO DE CRÉDITO,441.6
445,2022-05-11,0 days 10:53:00,002 - CARTÃO DE CRÉDITO,307.4
446,2022-05-11,0 days 10:54:00,003 - CARTÃO DE DÉBITO,26.5
447,2022-05-11,0 days 10:55:00,001 - À VISTA,5.0
449,2022-05-11,0 days 10:59:00,001 - À VISTA,3.18
450,2022-05-11,0 days 11:07:00,023 - PIX,277.0
451,2022-05-11,0 days 11:25:00,002 - CARTÃO DE CRÉDITO,201.3
452,2022-05-11,0 days 13:07:00,003 - CARTÃO DE DÉBITO,47.5
453,2022-05-11,0 days 14:01:00,003 - CARTÃO DE DÉBITO,59.0
454,2022-05-11,0 days 14:18:00,002 - CARTÃO DE CRÉDITO,36.9
455,2022-05-11,0 days 14:25:00,006 - BOLETO 15 DIAS,478.53
457,2022-05-11,0 days 14:30:00,003 - CARTÃO DE DÉBITO,172.79
458,2022-05-11,0 days 14:31:00,001 - À VISTA,70.0
459,2022-05-11,0 days 14:35:00,006 - BOLETO 15 DIAS,2337.95
461,2022-05-11,0 days 15:45:00,003 - CARTÃO DE DÉBITO,183.82
462,2022-05-11,0 days 15:52:00,002 - CARTÃO DE CRÉDITO,139.27
463,2022-05-11,0 days 16:16:00,002 - CARTÃO DE CRÉDITO,33.27
465,2022-05-11,0 days 16:32:00,023 - PIX,163.06
467,2022-05-11,0 days 16:46:00,001 - À VISTA,12.5
468,2022-05-11,0 days 16:47:00,006 - BOLETO 15 DIAS,518.95
469,2022-05-11,0 days 16:53:00,001 - À VISTA,92.01
471,2022-05-11,0 days 17:03:00,007 - BOLETO 20 DIAS,265.89
472,2022-05-11,0 days 17:12:00,001 - À VISTA,45.9
473,2022-05-11,0 days 17:14:00,003 - CARTÃO DE DÉBITO,36.0
474,2022-05-11,0 days 17:21:00,001 - À VISTA,56.67
475,2022-05-11,0 days 17:23:00,003 - CARTÃO DE DÉBITO,64.79
476,2022-05-11,0 days 17:23:00,003 - CARTÃO DE DÉBITO,45.0
477,2022-05-11,0 days 17:24:00,002 - CARTÃO DE CRÉDITO,17.5
478,2022-05-11,0 days 17:32:00,001 - À VISTA,1200.0
479,2022-05-12,0 days 07:06:00,001 - À VISTA,32.0
480,2022-05-12,0 days 07:15:00,003 - CARTÃO DE DÉBITO,235.0
482,2022-05-12,0 days 08:02:00,001 - À VISTA,32.0
483,2022-05-12,0 days 08:15:00,003 - CARTÃO DE DÉBITO,246.52
484,2022-05-12,0 days 08:16:00,003 - CARTÃO DE DÉBITO,28.21
485,2022-05-12,0 days 08:19:00,003 - CARTÃO DE DÉBITO,40.25
486,2022-05-12,0 days 08:26:00,001 - À VISTA,91.03
487,2022-05-12,0 days 08:31:00,003 - CARTÃO DE DÉBITO,35.5
488,2022-05-12,0 days 08:47:00,002 - CARTÃO DE CRÉDITO,475.0
489,2022-05-12,0 days 08:48:00,023 - PIX,33.31
490,2022-05-12,0 days 08:55:00,002 - CARTÃO DE CRÉDITO,355.0
492,2022-05-12,0 days 09:05:00,003 - CARTÃO DE DÉBITO,11.8
493,2022-05-12,0 days 09:06:00,025 - PERSONALIZADO,7959.46
494,2022-05-12,0 days 09:12:00,001 - À VISTA,428.5
495,2022-05-12,0 days 09:19:00,003 - CARTÃO DE DÉBITO,16.0
496,2022-05-12,0 days 09:31:00,023 - PIX,195.0
497,2022-05-12,0 days 09:41:00,003 - CARTÃO DE DÉBITO,150.1
498,2022-05-12,0 days 09:43:00,023 - PIX,474.0
499,2022-05-12,0 days 09:46:00,023 - PIX,35.9
500,2022-05-12,0 days 09:50:00,002 - CARTÃO DE CRÉDITO,426.3
502,2022-05-12,0 days 10:11:00,001 - À VISTA,1531.0
503,2022-05-12,0 days 10:14:00,003 - CARTÃO DE DÉBITO,969.48
504,2022-05-12,0 days 10:19:00,003 - CARTÃO DE DÉBITO,3.26
505,2022-05-12,0 days 10:20:00,001 - À VISTA,5.4
507,2022-05-12,0 days 10:32:00,001 - À VISTA,467.79
508,2022-05-12,0 days 10:36:00,001 - À VISTA,98.0
509,2022-05-12,0 days 13:07:00,001 - À VISTA,32.0
510,2022-05-12,0 days 13:30:00,023 - PIX,225.8
511,2022-05-12,0 days 13:33:00,001 - À VISTA,44.0
512,2022-05-12,0 days 13:34:00,003 - CARTÃO DE DÉBITO,30.0
513,2022-05-12,0 days 13:39:00,005 - BOLETO 10 DIAS,146.32
514,2022-05-12,0 days 13:44:00,003 - CARTÃO DE DÉBITO,30.09
