Codigo,Data,Hora,FormaParcelamento,TotalPedido
8375,2022-11-22,0 days 10:34:00,002 - CARTÃO DE CRÉDITO,537.84
8376,2022-11-22,0 days 10:47:00,002 - CARTÃO DE CRÉDITO,58.0
8377,2022-11-22,0 days 10:59:00,050 - CARTÃO DEBITO,170.0
8378,2022-11-22,0 days 11:20:00,050 - CARTÃO DEBITO,21.0
8379,2022-11-22,0 days 11:38:00,050 - CARTÃO DEBITO,48.0
8380,2022-11-22,0 days 11:40:00,023 - PIX,529.0
8381,2022-11-23,0 days 07:02:00,002 - CARTÃO DE CRÉDITO,33.0
8382,2022-11-23,0 days 07:04:00,048 - DINHEIRO,264.0
8383,2022-11-23,0 days 07:25:00,050 - CARTÃO DEBITO,52.9
8384,2022-11-23,0 days 07:29:00,005 - BOLETO 10 DIAS,221.6
8385,2022-11-23,0 days 07:32:00,048 - DINHEIRO,50.0
8386,2022-11-23,0 days 07:51:00,001 - À VISTA,258.0
8388,2022-11-23,0 days 08:00:00,048 - DINHEIRO,125.0
8390,2022-11-23,0 days 08:02:00,001 - À VISTA,1058.0
8391,2022-11-23,0 days 08:03:00,050 - CARTÃO DEBITO,158.7
8392,2022-11-23,0 days 08:07:00,031 - DUPLICATA 10 DIAS ,47.0
8393,2022-11-23,0 days 08:07:00,031 - DUPLICATA 10 DIAS ,247.04
8394,2022-11-23,0 days 08:09:00,050 - CARTÃO DEBITO,26.0
8395,2022-11-23,0 days 08:11:00,005 - BOLETO 10 DIAS,264.0
8396,2022-11-23,0 days 08:21:00,017 - DUPLICATA 05 DIAS,206.96
8397,2022-11-23,0 days 08:30:00,050 - CARTÃO DEBITO,130.0
8398,2022-11-23,0 days 08:39:00,001 - À VISTA,1367.49
8399,2022-11-23,0 days 08:50:00,050 - CARTÃO DEBITO,100.0
8400,2022-11-23,0 days 08:51:00,050 - CARTÃO DEBITO,104.0
8402,2022-11-23,0 days 09:00:00,001 - À VISTA,44.86
8403,2022-11-23,0 days 09:03:00,050 - CARTÃO DEBITO,32.0
8404,2022-11-23,0 days 09:07:00,048 - DINHEIRO,3.5
8407,2022-11-23,0 days 09:29:00,050 - CARTÃO DEBITO,72.69
8408,2022-11-23,0 days 09:35:00,050 - CARTÃO DEBITO,22.0
8409,2022-11-23,0 days 09:44:00,050 - CARTÃO DEBITO,92.0
8410,2022-11-23,0 days 09:47:00,050 - CARTÃO DEBITO,85.0
8411,2022-11-23,0 days 09:56:00,007 - BOLETO 20 DIAS,5507.53
8413,2022-11-23,0 days 10:04:00,017 - DUPLICATA 05 DIAS,319.5
8414,2022-11-23,0 days 10:04:00,008 - BOLETO 30 DIAS,28.91
8416,2022-11-23,0 days 10:11:00,002 - CARTÃO DE CRÉDITO,20.0
8417,2022-11-23,0 days 10:12:00,048 - DINHEIRO,5.0
8418,2022-11-23,0 days 10:16:00,050 - CARTÃO DEBITO,45.83
8419,2022-11-23,0 days 10:24:00,002 - CARTÃO DE CRÉDITO,45.0
8420,2022-11-23,0 days 10:32:00,023 - PIX,26.0
8421,2022-11-23,0 days 10:46:00,002 - CARTÃO DE CRÉDITO,48.0
8422,2022-11-23,0 days 10:52:00,023 - PIX,1300.0
8423,2022-11-23,0 days 11:09:00,050 - CARTÃO DEBITO,4.0
8425,2022-11-23,0 days 13:31:00,002 - CARTÃO DE CRÉDITO,46.0
8426,2022-11-23,0 days 13:32:00,005 - BOLETO 10 DIAS,134.0
8427,2022-11-23,0 days 13:39:00,005 - BOLETO 10 DIAS,41.5
8428,2022-11-23,0 days 13:41:00,002 - CARTÃO DE CRÉDITO,286.0
8429,2022-11-23,0 days 13:43:00,048 - DINHEIRO,10.0
8431,2022-11-23,0 days 14:07:00,031 - DUPLICATA 10 DIAS ,60.0
8434,2022-11-23,0 days 15:13:00,017 - DUPLICATA 05 DIAS,165.5
8435,2022-11-23,0 days 15:18:00,050 - CARTÃO DEBITO,60.0
8436,2022-11-23,0 days 15:20:00,050 - CARTÃO DEBITO,30.0
8437,2022-11-23,0 days 15:22:00,017 - DUPLICATA 05 DIAS,39.0
8438,2022-11-23,0 days 15:44:00,050 - CARTÃO DEBITO,9.52
8439,2022-11-23,0 days 15:51:00,050 - CARTÃO DEBITO,8.5
8440,2022-11-23,0 days 16:02:00,048 - DINHEIRO,10.0
8441,2022-11-23,0 days 16:39:00,002 - CARTÃO DE CRÉDITO,125.0
8442,2022-11-23,0 days 16:59:00,050 - CARTÃO DEBITO,23.0
8443,2022-11-23,0 days 17:24:00,048 - DINHEIRO,54.0
8444,2022-11-23,0 days 17:26:00,050 - CARTÃO DEBITO,18.0
8446,2022-11-24,0 days 07:27:00,048 - DINHEIRO,50.0
8447,2022-11-24,0 days 07:36:00,048 - DINHEIRO,8.0
8448,2022-11-24,0 days 07:40:00,001 - À VISTA,753.69
8449,2022-11-24,0 days 07:55:00,048 - DINHEIRO,16.0
8450,2022-11-24,0 days 07:56:00,023 - PIX,60.0
8451,2022-11-24,0 days 08:01:00,048 - DINHEIRO,8.0
8452,2022-11-24,0 days 08:02:00,050 - CARTÃO DEBITO,28.0
8453,2022-11-24,0 days 08:04:00,023 - PIX,150.0
8454,2022-11-24,0 days 08:09:00,048 - DINHEIRO,38.0
8455,2022-11-24,0 days 08:47:00,031 - DUPLICATA 10 DIAS ,38.0
8456,2022-11-24,0 days 08:50:00,048 - DINHEIRO,27.0
8457,2022-11-24,0 days 08:54:00,050 - CARTÃO DEBITO,325.39
8458,2022-11-24,0 days 08:55:00,001 - À VISTA,7585.4
8459,2022-11-24,0 days 08:57:00,017 - DUPLICATA 05 DIAS,190.0
8460,2022-11-24,0 days 09:04:00,017 - DUPLICATA 05 DIAS,123.0
8461,2022-11-24,0 days 09:19:00,001 - À VISTA,125.0
8465,2022-11-24,0 days 09:32:00,050 - CARTÃO DEBITO,25.0
8466,2022-11-24,0 days 09:37:00,050 - CARTÃO DEBITO,45.0
8467,2022-11-24,0 days 09:49:00,005 - BOLETO 10 DIAS,1799.36
8468,2022-11-24,0 days 09:52:00,001 - À VISTA,127.36
8469,2022-11-24,0 days 09:52:00,001 - À VISTA,1900.0
8470,2022-11-24,0 days 10:23:00,023 - PIX,250.0
8471,2022-11-24,0 days 10:24:00,050 - CARTÃO DEBITO,14.0
8472,2022-11-24,0 days 10:32:00,023 - PIX,455.0
8473,2022-11-24,0 days 10:35:00,031 - DUPLICATA 10 DIAS ,1211.0
8475,2022-11-24,0 days 11:04:00,023 - PIX,25.0
8476,2022-11-24,0 days 13:28:00,023 - PIX,22.5
8477,2022-11-24,0 days 13:47:00,048 - DINHEIRO,17.0
8478,2022-11-24,0 days 14:08:00,025 - PERSONALIZADO,12400.0
8479,2022-11-24,0 days 14:28:00,001 - À VISTA,90.0
8480,2022-11-24,0 days 14:28:00,031 - DUPLICATA 10 DIAS ,95.0
8481,2022-11-24,0 days 14:31:00,008 - BOLETO 30 DIAS,38.82
8482,2022-11-24,0 days 15:03:00,050 - CARTÃO DEBITO,30.0
8484,2022-11-24,0 days 15:26:00,048 - DINHEIRO,50.0
8485,2022-11-24,0 days 15:35:00,048 - DINHEIRO,4.0
8488,2022-11-24,0 days 15:49:00,050 - CARTÃO DEBITO,43.27
8489,2022-11-24,0 days 16:13:00,023 - PIX,6000.0
8490,2022-11-24,0 days 16:22:00,050 - CARTÃO DEBITO,6.0
8491,2022-11-24,0 days 17:10:00,002 - CARTÃO DE CRÉDITO,66.0
8492,2022-11-24,0 days 17:15:00,002 - CARTÃO DE CRÉDITO,60.0
8493,2022-11-24,0 days 17:21:00,002 - CARTÃO DE CRÉDITO,30.0
8494,2022-11-24,0 days 17:22:00,002 - CARTÃO DE CRÉDITO,64.0
8495,2022-11-24,0 days 17:30:00,050 - CARTÃO DEBITO,55.0
8496,2022-11-25,0 days 07:02:00,050 - CARTÃO DEBITO,9.0
8497,2022-11-25,0 days 07:14:00,023 - PIX,1118.0
8498,2022-11-25,0 days 07:25:00,002 - CARTÃO DE CRÉDITO,96.61
8499,2022-11-25,0 days 07:39:00,050 - CARTÃO DEBITO,221.6
8500,2022-11-25,0 days 07:45:00,002 - CARTÃO DE CRÉDITO,72.8
8501,2022-11-25,0 days 07:46:00,050 - CARTÃO DEBITO,8.0
8502,2022-11-25,0 days 07:54:00,050 - CARTÃO DEBITO,13.0
8503,2022-11-25,0 days 07:56:00,050 - CARTÃO DEBITO,85.0
8504,2022-11-25,0 days 07:57:00,048 - DINHEIRO,1.5
8505,2022-11-25,0 days 08:09:00,001 - À VISTA,459.6
8506,2022-11-25,0 days 08:10:00,001 - À VISTA,41.82
8507,2022-11-25,0 days 08:10:00,001 - À VISTA,36.2
8509,2022-11-25,0 days 08:12:00,001 - À VISTA,2.64
8510,2022-11-25,0 days 08:15:00,050 - CARTÃO DEBITO,48.0
8511,2022-11-25,0 days 08:17:00,050 - CARTÃO DEBITO,20.0
8512,2022-11-25,0 days 08:18:00,048 - DINHEIRO,369.97
8513,2022-11-25,0 days 08:32:00,048 - DINHEIRO,8.0
8514,2022-11-25,0 days 08:35:00,002 - CARTÃO DE CRÉDITO,187.2
8515,2022-11-25,0 days 09:16:00,048 - DINHEIRO,15.0
8516,2022-11-25,0 days 09:24:00,050 - CARTÃO DEBITO,30.0
8518,2022-11-25,0 days 09:44:00,004 - BOLETO 05 DIAS,705.8
8519,2022-11-25,0 days 09:54:00,031 - DUPLICATA 10 DIAS ,110.0
8520,2022-11-25,0 days 10:03:00,048 - DINHEIRO,9.0
8521,2022-11-25,0 days 10:45:00,048 - DINHEIRO,2.5
8522,2022-11-25,0 days 10:59:00,002 - CARTÃO DE CRÉDITO,50.0
8523,2022-11-25,0 days 11:07:00,048 - DINHEIRO,127.0
8524,2022-11-25,0 days 11:08:00,048 - DINHEIRO,44.0
8525,2022-11-25,0 days 11:19:00,050 - CARTÃO DEBITO,6.0
8527,2022-11-25,0 days 13:17:00,050 - CARTÃO DEBITO,12.25
8528,2022-11-25,0 days 13:19:00,050 - CARTÃO DEBITO,63.4
8529,2022-11-25,0 days 13:20:00,050 - CARTÃO DEBITO,12.0
8531,2022-11-25,0 days 13:43:00,050 - CARTÃO DEBITO,78.0
8532,2022-11-25,0 days 13:59:00,023 - PIX,702.0
8533,2022-11-25,0 days 14:04:00,050 - CARTÃO DEBITO,55.0
8534,2022-11-25,0 days 14:04:00,001 - À VISTA,8.5
8536,2022-11-25,0 days 14:05:00,005 - BOLETO 10 DIAS,1792.55
8537,2022-11-25,0 days 14:09:00,023 - PIX,40.0
8539,2022-11-25,0 days 14:13:00,023 - PIX,730.0
8541,2022-11-25,0 days 14:25:00,050 - CARTÃO DEBITO,17.5
8543,2022-11-25,0 days 14:28:00,023 - PIX,510.0
8546,2022-11-25,0 days 15:33:00,008 - BOLETO 30 DIAS,637.25
8547,2022-11-25,0 days 15:39:00,050 - CARTÃO DEBITO,46.0
8548,2022-11-25,0 days 15:53:00,050 - CARTÃO DEBITO,14.5
8549,2022-11-25,0 days 16:09:00,017 - DUPLICATA 05 DIAS,95.0
8550,2022-11-25,0 days 16:13:00,048 - DINHEIRO,105.0
8551,2022-11-25,0 days 16:30:00,001 - À VISTA,6325.0
8552,2022-11-25,0 days 16:34:00,050 - CARTÃO DEBITO,1.5
8553,2022-11-25,0 days 17:00:00,050 - CARTÃO DEBITO,410.0
8556,2022-11-25,0 days 17:16:00,002 - CARTÃO DE CRÉDITO,80.08
8557,2022-11-25,0 days 17:18:00,050 - CARTÃO DEBITO,0.65
8558,2022-11-25,0 days 17:21:00,050 - CARTÃO DEBITO,6.4
8559,2022-11-25,0 days 17:28:00,023 - PIX,7.0
8560,2022-11-26,0 days 07:04:00,050 - CARTÃO DEBITO,9.0
8561,2022-11-26,0 days 07:11:00,050 - CARTÃO DEBITO,24.9
8562,2022-11-26,0 days 07:19:00,050 - CARTÃO DEBITO,68.0
8564,2022-11-26,0 days 07:41:00,017 - DUPLICATA 05 DIAS,170.0
8566,2022-11-26,0 days 07:55:00,023 - PIX,90.0
8567,2022-11-26,0 days 07:58:00,050 - CARTÃO DEBITO,40.0
8568,2022-11-26,0 days 07:59:00,048 - DINHEIRO,15.0
8569,2022-11-26,0 days 08:05:00,050 - CARTÃO DEBITO,35.0
8570,2022-11-26,0 days 08:19:00,048 - DINHEIRO,14.0
8571,2022-11-26,0 days 08:20:00,023 - PIX,325.0
8572,2022-11-26,0 days 08:23:00,017 - DUPLICATA 05 DIAS,130.0
8573,2022-11-26,0 days 08:40:00,023 - PIX,62.0
8574,2022-11-26,0 days 08:46:00,001 - À VISTA,65.86
8575,2022-11-26,0 days 08:51:00,002 - CARTÃO DE CRÉDITO,37.5
8576,2022-11-26,0 days 09:23:00,050 - CARTÃO DEBITO,12.5
8577,2022-11-26,0 days 09:24:00,002 - CARTÃO DE CRÉDITO,105.8
8580,2022-11-26,0 days 09:39:00,002 - CARTÃO DE CRÉDITO,370.3
8581,2022-11-26,0 days 09:41:00,050 - CARTÃO DEBITO,55.0
8583,2022-11-26,0 days 09:53:00,001 - À VISTA,371.25
8584,2022-11-26,0 days 09:53:00,050 - CARTÃO DEBITO,12.0
8585,2022-11-26,0 days 09:54:00,002 - CARTÃO DE CRÉDITO,157.0
8586,2022-11-26,0 days 10:00:00,048 - DINHEIRO,70.0
8588,2022-11-26,0 days 10:09:00,050 - CARTÃO DEBITO,97.0
8589,2022-11-26,0 days 10:12:00,002 - CARTÃO DE CRÉDITO,22.0
8590,2022-11-26,0 days 10:14:00,002 - CARTÃO DE CRÉDITO,48.0
8591,2022-11-26,0 days 10:33:00,048 - DINHEIRO,3.3
8592,2022-11-26,0 days 10:38:00,002 - CARTÃO DE CRÉDITO,209.96
8593,2022-11-26,0 days 10:39:00,048 - DINHEIRO,2.0
8594,2022-11-26,0 days 10:41:00,048 - DINHEIRO,44.0
8595,2022-11-26,0 days 10:41:00,048 - DINHEIRO,10.0
8596,2022-11-26,0 days 10:58:00,002 - CARTÃO DE CRÉDITO,44.0
8597,2022-11-26,0 days 11:10:00,002 - CARTÃO DE CRÉDITO,85.0
8599,2022-11-26,0 days 11:28:00,050 - CARTÃO DEBITO,115.0
8600,2022-11-26,0 days 11:40:00,002 - CARTÃO DE CRÉDITO,58.0
8602,2022-11-26,0 days 11:45:00,050 - CARTÃO DEBITO,36.75
8603,2022-11-26,0 days 11:48:00,002 - CARTÃO DE CRÉDITO,15.0
8604,2022-11-26,0 days 11:51:00,050 - CARTÃO DEBITO,1.65
8605,2022-11-28,0 days 07:11:00,050 - CARTÃO DEBITO,12.6
8606,2022-11-28,0 days 07:39:00,048 - DINHEIRO,20.0
8607,2022-11-28,0 days 07:57:00,050 - CARTÃO DEBITO,69.8
8608,2022-11-28,0 days 08:08:00,048 - DINHEIRO,26.0
8609,2022-11-28,0 days 08:19:00,048 - DINHEIRO,5.0
8611,2022-11-28,0 days 08:20:00,002 - CARTÃO DE CRÉDITO,572.4
8613,2022-11-28,0 days 08:26:00,050 - CARTÃO DEBITO,593.5
8614,2022-11-28,0 days 08:41:00,002 - CARTÃO DE CRÉDITO,44.73
8615,2022-11-28,0 days 08:50:00,001 - À VISTA,748.0
8616,2022-11-28,0 days 09:02:00,050 - CARTÃO DEBITO,26.0
8617,2022-11-28,0 days 09:04:00,001 - À VISTA,1143.9
8618,2022-11-28,0 days 09:13:00,002 - CARTÃO DE CRÉDITO,254.6
8619,2022-11-28,0 days 09:33:00,031 - DUPLICATA 10 DIAS ,92.33
8620,2022-11-28,0 days 09:34:00,017 - DUPLICATA 05 DIAS,480.0
8621,2022-11-28,0 days 09:36:00,048 - DINHEIRO,60.0
8622,2022-11-28,0 days 09:52:00,048 - DINHEIRO,80.0
8623,2022-11-28,0 days 09:54:00,005 - BOLETO 10 DIAS,169.0
8625,2022-11-28,0 days 10:06:00,048 - DINHEIRO,100.0
8627,2022-11-28,0 days 10:08:00,050 - CARTÃO DEBITO,170.0
8628,2022-11-28,0 days 10:35:00,048 - DINHEIRO,56.0
8630,2022-11-28,0 days 11:10:00,048 - DINHEIRO,50.0
8631,2022-11-28,0 days 11:11:00,023 - PIX,360.0
8632,2022-11-28,0 days 13:13:00,050 - CARTÃO DEBITO,25.0
8633,2022-11-28,0 days 13:20:00,050 - CARTÃO DEBITO,43.72
8634,2022-11-28,0 days 13:21:00,023 - PIX,36.0
8635,2022-11-28,0 days 13:35:00,001 - À VISTA,31.19
8636,2022-11-28,0 days 14:07:00,048 - DINHEIRO,6.0
8637,2022-11-28,0 days 14:11:00,050 - CARTÃO DEBITO,19.0
8639,2022-11-28,0 days 14:13:00,050 - CARTÃO DEBITO,527.0
8640,2022-11-28,0 days 14:20:00,048 - DINHEIRO,402.9
8641,2022-11-28,0 days 14:21:00,005 - BOLETO 10 DIAS,1490.79
8642,2022-11-28,0 days 14:25:00,001 - À VISTA,556.88
8643,2022-11-28,0 days 14:37:00,001 - À VISTA,105.66
8644,2022-11-28,0 days 14:37:00,001 - À VISTA,1133.66
8645,2022-11-28,0 days 14:41:00,001 - À VISTA,1616.5
8647,2022-11-28,0 days 14:48:00,001 - À VISTA,590.0
8651,2022-11-28,0 days 15:31:00,050 - CARTÃO DEBITO,35.0
8652,2022-11-28,0 days 15:32:00,001 - À VISTA,32.0
8653,2022-11-28,0 days 15:51:00,048 - DINHEIRO,2.0
8654,2022-11-28,0 days 16:34:00,001 - À VISTA,7250.0
8656,2022-11-28,0 days 16:44:00,002 - CARTÃO DE CRÉDITO,35.0
8657,2022-11-28,0 days 16:44:00,050 - CARTÃO DEBITO,24.0
8658,2022-11-28,0 days 16:55:00,050 - CARTÃO DEBITO,39.0
8659,2022-11-28,0 days 17:09:00,048 - DINHEIRO,40.0
8660,2022-11-28,0 days 17:12:00,023 - PIX,130.0
8661,2022-11-28,0 days 17:40:00,023 - PIX,49800.0
8662,2022-11-29,0 days 07:02:00,050 - CARTÃO DEBITO,20.0
8663,2022-11-29,0 days 07:02:00,023 - PIX,545.5
8664,2022-11-29,0 days 07:14:00,031 - DUPLICATA 10 DIAS ,51.16
8665,2022-11-29,0 days 07:16:00,050 - CARTÃO DEBITO,135.0
8667,2022-11-29,0 days 07:21:00,002 - CARTÃO DE CRÉDITO,603.0
8668,2022-11-29,0 days 07:40:00,050 - CARTÃO DEBITO,12.0
8669,2022-11-29,0 days 07:46:00,050 - CARTÃO DEBITO,18.5
8670,2022-11-29,0 days 07:56:00,023 - PIX,267.75
8672,2022-11-29,0 days 08:37:00,001 - À VISTA,76.0
8674,2022-11-29,0 days 08:40:00,031 - DUPLICATA 10 DIAS ,55.0
8675,2022-11-29,0 days 08:50:00,018 - DUPLICATA 20 DIAS,16835.97
8676,2022-11-29,0 days 09:09:00,048 - DINHEIRO,48.0
8677,2022-11-29,0 days 09:14:00,048 - DINHEIRO,22.0
8678,2022-11-29,0 days 09:32:00,048 - DINHEIRO,350.0
8679,2022-11-29,0 days 10:22:00,048 - DINHEIRO,115.0
8680,2022-11-29,0 days 10:23:00,050 - CARTÃO DEBITO,12.0
8681,2022-11-29,0 days 10:49:00,002 - CARTÃO DE CRÉDITO,24.0
8682,2022-11-29,0 days 11:07:00,050 - CARTÃO DEBITO,25.1
8684,2022-11-29,0 days 13:06:00,019 - DUPLICATA 30 DIAS,235.3
8685,2022-11-29,0 days 13:17:00,017 - DUPLICATA 05 DIAS,105.0
8686,2022-11-29,0 days 13:22:00,050 - CARTÃO DEBITO,70.0
8687,2022-11-29,0 days 13:35:00,050 - CARTÃO DEBITO,118.5
8688,2022-11-29,0 days 13:41:00,017 - DUPLICATA 05 DIAS,1000.0
8689,2022-11-29,0 days 13:42:00,017 - DUPLICATA 05 DIAS,491.6
8690,2022-11-29,0 days 13:44:00,050 - CARTÃO DEBITO,15.5
8691,2022-11-29,0 days 13:45:00,002 - CARTÃO DE CRÉDITO,40.0
8692,2022-11-29,0 days 13:54:00,050 - CARTÃO DEBITO,24.0
8693,2022-11-29,0 days 13:57:00,001 - À VISTA,17.0
8694,2022-11-29,0 days 13:59:00,050 - CARTÃO DEBITO,34.9
8695,2022-11-29,0 days 14:05:00,001 - À VISTA,523.22
8696,2022-11-29,0 days 14:16:00,001 - À VISTA,68.59
8697,2022-11-29,0 days 14:17:00,001 - À VISTA,66.0
8698,2022-11-29,0 days 14:18:00,001 - À VISTA,374.0
8699,2022-11-29,0 days 14:30:00,050 - CARTÃO DEBITO,22.5
8700,2022-11-29,0 days 14:33:00,050 - CARTÃO DEBITO,78.8
8702,2022-11-29,0 days 15:11:00,048 - DINHEIRO,16.0
8703,2022-11-29,0 days 15:11:00,008 - BOLETO 30 DIAS,1292.45
8704,2022-11-29,0 days 16:08:00,048 - DINHEIRO,3.0
8705,2022-11-29,0 days 16:12:00,050 - CARTÃO DEBITO,270.0
8706,2022-11-29,0 days 16:16:00,001 - À VISTA,3268.0
8707,2022-11-29,0 days 16:34:00,001 - À VISTA,135.0
8708,2022-11-29,0 days 16:49:00,048 - DINHEIRO,6.0
8709,2022-11-29,0 days 17:00:00,031 - DUPLICATA 10 DIAS ,7.5
8710,2022-11-29,0 days 17:13:00,050 - CARTÃO DEBITO,12.4
8711,2022-11-29,0 days 17:24:00,050 - CARTÃO DEBITO,68.98
8712,2022-11-30,0 days 07:21:00,050 - CARTÃO DEBITO,30.0
8713,2022-11-30,0 days 07:27:00,050 - CARTÃO DEBITO,545.5
8714,2022-11-30,0 days 07:41:00,048 - DINHEIRO,15.0
8715,2022-11-30,0 days 07:49:00,048 - DINHEIRO,6.0
8716,2022-11-30,0 days 07:59:00,002 - CARTÃO DE CRÉDITO,27.0
8717,2022-11-30,0 days 08:00:00,048 - DINHEIRO,66.0
8718,2022-11-30,0 days 08:03:00,023 - PIX,222.0
8719,2022-11-30,0 days 08:20:00,001 - À VISTA,257.05
8720,2022-11-30,0 days 08:21:00,001 - À VISTA,421.28
8721,2022-11-30,0 days 08:24:00,050 - CARTÃO DEBITO,59.5
8722,2022-11-30,0 days 08:27:00,001 - À VISTA,647.67
8723,2022-11-30,0 days 08:37:00,048 - DINHEIRO,53.5
8724,2022-11-30,0 days 08:48:00,048 - DINHEIRO,105.8
8725,2022-11-30,0 days 08:55:00,048 - DINHEIRO,10.0
8727,2022-11-30,0 days 09:16:00,023 - PIX,4818.1
8728,2022-11-30,0 days 09:40:00,050 - CARTÃO DEBITO,24.0
8729,2022-11-30,0 days 09:43:00,001 - À VISTA,975.47
8730,2022-11-30,0 days 09:46:00,017 - DUPLICATA 05 DIAS,1100.0
8731,2022-11-30,0 days 09:52:00,017 - DUPLICATA 05 DIAS,55.0
8732,2022-11-30,0 days 09:54:00,001 - À VISTA,225.85
8733,2022-11-30,0 days 10:34:00,019 - DUPLICATA 30 DIAS,69.0
8734,2022-11-30,0 days 10:42:00,002 - CARTÃO DE CRÉDITO,13.0
8735,2022-11-30,0 days 10:55:00,048 - DINHEIRO,107.0
8736,2022-11-30,0 days 10:57:00,048 - DINHEIRO,16.0
8737,2022-11-30,0 days 11:31:00,050 - CARTÃO DEBITO,7.0
8738,2022-11-30,0 days 13:37:00,050 - CARTÃO DEBITO,5.25
8739,2022-11-30,0 days 13:40:00,050 - CARTÃO DEBITO,14.0
8740,2022-11-30,0 days 13:59:00,007 - BOLETO 20 DIAS,208.9
8741,2022-11-30,0 days 14:04:00,007 - BOLETO 20 DIAS,60.0
8742,2022-11-30,0 days 14:07:00,017 - DUPLICATA 05 DIAS,50.5
8743,2022-11-30,0 days 14:23:00,050 - CARTÃO DEBITO,9.0
8744,2022-11-30,0 days 14:25:00,002 - CARTÃO DE CRÉDITO,106.0
8745,2022-11-30,0 days 14:27:00,002 - CARTÃO DE CRÉDITO,190.0
8746,2022-11-30,0 days 14:44:00,023 - PIX,840.0
8747,2022-11-30,0 days 14:49:00,018 - DUPLICATA 20 DIAS,11760.0
8748,2022-11-30,0 days 14:53:00,001 - À VISTA,333.26
8749,2022-11-30,0 days 14:58:00,050 - CARTÃO DEBITO,70.0
8750,2022-11-30,0 days 15:02:00,050 - CARTÃO DEBITO,35.38
8752,2022-11-30,0 days 15:11:00,048 - DINHEIRO,107.0
8754,2022-11-30,0 days 15:25:00,001 - À VISTA,97.0
8755,2022-11-30,0 days 15:26:00,001 - À VISTA,3260.0
8756,2022-11-30,0 days 15:29:00,001 - À VISTA,159.88
8758,2022-11-30,0 days 15:51:00,001 - À VISTA,4340.1
8760,2022-11-30,0 days 16:11:00,001 - À VISTA,2950.0
8761,2022-11-30,0 days 16:13:00,001 - À VISTA,971.93
8762,2022-11-30,0 days 16:19:00,023 - PIX,5.0
8763,2022-11-30,0 days 16:27:00,050 - CARTÃO DEBITO,10.0
8764,2022-11-30,0 days 16:37:00,048 - DINHEIRO,98.0
8766,2022-11-30,0 days 16:45:00,048 - DINHEIRO,7.0
8768,2022-11-30,0 days 16:48:00,001 - À VISTA,71.8
8769,2022-11-30,0 days 16:49:00,050 - CARTÃO DEBITO,60.0
8770,2022-11-30,0 days 17:15:00,048 - DINHEIRO,34.0
8771,2022-11-30,0 days 17:27:00,050 - CARTÃO DEBITO,70.0
8772,2022-12-01,0 days 07:09:00,023 - PIX,215.0
8773,2022-12-01,0 days 07:10:00,023 - PIX,58.0
8774,2022-12-01,0 days 07:13:00,050 - CARTÃO DEBITO,120.65
8775,2022-12-01,0 days 07:16:00,001 - À VISTA,105.8
8778,2022-12-01,0 days 07:18:00,050 - CARTÃO DEBITO,143.0
8779,2022-12-01,0 days 07:20:00,001 - À VISTA,1616.5
8780,2022-12-01,0 days 07:21:00,023 - PIX,190.0
8782,2022-12-01,0 days 07:41:00,001 - À VISTA,171.16
8783,2022-12-01,0 days 07:42:00,050 - CARTÃO DEBITO,14.0
8784,2022-12-01,0 days 07:43:00,050 - CARTÃO DEBITO,282.0
8785,2022-12-01,0 days 08:31:00,048 - DINHEIRO,18.0
8786,2022-12-01,0 days 08:44:00,007 - BOLETO 20 DIAS,328.0
8787,2022-12-01,0 days 08:49:00,050 - CARTÃO DEBITO,53.5
8788,2022-12-01,0 days 08:50:00,017 - DUPLICATA 05 DIAS,172.0
8789,2022-12-01,0 days 08:51:00,001 - À VISTA,313.25
8790,2022-12-01,0 days 08:54:00,050 - CARTÃO DEBITO,46.0
8791,2022-12-01,0 days 09:09:00,048 - DINHEIRO,34.0
8794,2022-12-01,0 days 10:03:00,002 - CARTÃO DE CRÉDITO,267.5
8795,2022-12-01,0 days 10:22:00,002 - CARTÃO DE CRÉDITO,55.0
8797,2022-12-01,0 days 10:32:00,031 - DUPLICATA 10 DIAS ,3537.03
8799,2022-12-01,0 days 13:16:00,017 - DUPLICATA 05 DIAS,25.0
8800,2022-12-01,0 days 13:33:00,018 - DUPLICATA 20 DIAS,33.5
8802,2022-12-01,0 days 13:53:00,023 - PIX,13.3
8803,2022-12-01,0 days 13:57:00,050 - CARTÃO DEBITO,27.0
8804,2022-12-01,0 days 13:58:00,050 - CARTÃO DEBITO,545.0
8805,2022-12-01,0 days 13:59:00,001 - À VISTA,31.5
8806,2022-12-01,0 days 14:03:00,002 - CARTÃO DE CRÉDITO,33.0
8807,2022-12-01,0 days 14:05:00,048 - DINHEIRO,6.0
8808,2022-12-01,0 days 14:10:00,017 - DUPLICATA 05 DIAS,1.51
8809,2022-12-01,0 days 14:12:00,002 - CARTÃO DE CRÉDITO,4.15
8810,2022-12-01,0 days 14:13:00,002 - CARTÃO DE CRÉDITO,16.0
8811,2022-12-01,0 days 14:14:00,048 - DINHEIRO,358.0
8812,2022-12-01,0 days 14:18:00,001 - À VISTA,224.9
8813,2022-12-01,0 days 14:24:00,017 - DUPLICATA 05 DIAS,231.0
8814,2022-12-01,0 days 14:30:00,048 - DINHEIRO,38.0
8815,2022-12-01,0 days 14:34:00,023 - PIX,19.0
